step,timestamp,run_id,robot_model,forward_displacement,base_height,roll,pitch,yaw,command_vx,measured_vx,tracking_error,mpc_accepted,mpc_rejected,predicted_support_force_fl,predicted_support_force_fr,predicted_support_force_rl,predicted_support_force_rr,mpc_cost,contact_fl,contact_fr,contact_rl,contact_rr
10,0.2,a1_demo_run_001,Unitree A1,0.0021972138902591524,0.32555755780021184,0.004439781827472358,0.02126038028624736,3.244481419308323e-05,0.25,0.018609587772126873,0.23139041222787313,0,1,59.28692202968883,5.503745223133851,7.998313214756758,60.05146434319256,20.554874029442207,1,0,0,1
11,0.22,a1_demo_run_001,Unitree A1,0.003077398543814386,0.3252891159799468,0.007449891846748195,0.019183726134642032,3.925398358058553e-05,0.25,0.044009232677761696,0.2059907673222383,0,1,58.64764025536395,9.761000054902363,5.576522668761833,56.71543893040727,21.119510872908222,1,0,0,1
12,0.24,a1_demo_run_001,Unitree A1,0.0039383778901394524,0.3297632806001302,0.005908782952168004,0.01829560109720744,4.6709956373664544e-05,0.25,0.0430489673162533,0.2069510326837467,0,1,63.061851020755235,9.918763329493933,7.839764639831125,57.72282005581868,21.01139059067142,1,0,0,1
13,0.26,a1_demo_run_001,Unitree A1,0.004504199205883246,0.32698314760172836,0.005504099570909477,0.018755076087314526,5.481227217186494e-05,0.25,0.02829106578718965,0.22170893421281035,0,1,61.02862009858785,7.91185228945291,5.380320756953404,58.62319339817936,20.341516509394634,1,0,0,1
14,0.28,a1_demo_run_001,Unitree A1,0.005118964380897026,0.32371221640127124,0.006547646999706507,0.019711595081588523,6.356043063262206e-05,0.25,0.03073825875068903,0.21926174124931097,0,1,59.11525048976288,8.332716685007908,7.830308544202099,61.29020507574008,20.88712277931826,1,0,0,1
15,0.3,a1_demo_run_001,Unitree A1,0.0063770231625983696,0.32547065159910166,0.0071278083224836876,0.02191107183681664,7.295389149442886e-05,0.25,0.06290293908506717,0.18709706091493283,0,1,57.83240702870234,8.460542029845211,4.865930425615484,59.395754911678296,20.266947572779685,1,0,0,1
16,0.32,a1_demo_run_001,Unitree A1,0.007437125489851911,0.3291288562203232,0.008184554377595176,0.020955771740207622,8.299207460185199e-05,0.25,0.05300511636267705,0.19699488363732295,0,1,57.50385313945395,10.361860077867195,6.786366259497245,58.91043076803758,20.361005170420878,1,0,0,1
17,0.34,a1_demo_run_001,Unitree A1,0.008135689889598192,0.32976419460343287,0.011731641896443398,0.020464246911626238,9.367435993239552e-05,0.25,0.03492821998731401,0.21507178001268598,0,1,61.29413463068401,10.940616126776755,5.610489625713814,58.490778135110546,20.42085139824464,1,0,0,1
18,0.36,a1_demo_run_001,Unitree A1,0.009038557717824936,0.32364882020828895,0.008746872529245005,0.017646895979563045,0.0001050000876252116,0.25,0.045143391411337226,0.20485660858866278,0,1,61.65486348442014,7.7978994636867185,7.643599113243109,59.9080695286948,19.904711874061043,1,0,0,1
19,0.38,a1_demo_run_001,Unitree A1,0.009920988151218758,0.3262146966163668,0.013702967378518574,0.02116655281829287,0.0001169685580116565,0.25,0.044121521669691126,0.20587847833030887,0,1,62.171779062112556,7.972670740774645,5.770760144697682,59.50372503101568,20.54636537036441,1,0,0,1
20,0.4,a1_demo_run_001,Unitree A1,0.010989446959040354,0.3293923564119265,0.011234598398527028,0.016570036399104114,0.0001295790316476913,0.25,0.05342294039107981,0.1965770596089202,0,1,59.78878479091285,8.711130333829969,6.97422447772549,58.105648569907366,19.977354342385667,1,0,0,1
21,0.42,a1_demo_run_001,Unitree A1,0.012278412457351158,0.33220168473786266,0.011499759913191264,0.018720306219715273,0.0001428307293481252,0.25,0.06444827491554016,0.18555172508445983,0,1,61.470584257297524,7.54784174862308,6.629226462257303,58.84426523084887,19.92196237520878,1,0,0,1
22,0.44,a1_demo_run_001,Unitree A1,0.013335786351635738,0.33046305456278446,0.00850158245301106,0.022016766055367086,0.00015672283222270065,0.25,0.052868694714229066,0.19713130528577094,0,1,59.5359856564115,5.628899670176326,5.828167379953268,59.85287716436582,20.23773442325906,1,0,0,1
23,0.46,a1_demo_run_001,Unitree A1,0.01459264294058115,0.3274210288094578,0.009835808222534782,0.020854760662635814,0.00017125448171401852,0.25,0.06284282944727063,0.18715717055272937,0,1,62.318255838302896,7.980151404528603,6.981981572257943,57.89145482210654,19.984417105339695,1,0,0,1
24,0.48,a1_demo_run_001,Unitree A1,0.015941645316204966,0.33112051209469895,0.010620140688870537,0.018217985121259904,0.00018642477963730188,0.25,0.0674501187811908,0.18254988121880922,0,1,61.62136207249881,8.945454697095258,7.11623281342286,57.92104477971307,19.944581347824265,1,0,0,1
25,0.5,a1_demo_run_001,Unitree A1,0.01738620874624054,0.3271588654785396,0.013876456084432087,0.016218196036177024,0.00020223278822199646,0.25,0.07222817150177858,0.17777182849822143,0,1,57.63185219843544,6.756416654154759,5.740294343716603,60.37022834901848,19.79687063896968,1,0,0,1
26,0.52,a1_demo_run_001,Unitree A1,0.01853484758680562,0.3303258068280897,0.00975694962367179,0.020425763620885284,0.00021867753015520635,0.25,0.05743194202825412,0.19256805797174587,0,1,61.007121633081354,7.645970681823949,5.342230054327849,60.55483613477439,19.873407429622176,1,0,0,1
27,0.54,a1_demo_run_001,Unitree A1,0.01982450441839782,0.3294754354220257,0.01150656340026257,0.01459424864430668,0.00023575798862696373,0.25,0.06448284157960997,0.18551715842039002,0,1,62.33813284248322,10.876865481746137,6.542907609916215,56.37112143807804,19.5364576652828,1,0,0,1
28,0.56,a1_demo_run_001,Unitree A1,0.02168323064925432,0.33279301419522705,0.011194819617403214,0.018008221460961937,0.00025347310737732886,0.25,0.09293631154282511,0.1570636884571749,0,1,58.78452163078735,8.97302439946566,7.49871873191697,59.604738756472436,19.910487258397858,1,0,0,1
29,0.58,a1_demo_run_001,Unitree A1,0.023065966513437765,0.33344280240212776,0.01569274755280581,0.02038125701017156,0.00027182179074532095,0.25,0.0691367932091721,0.1808632067908279,0,1,59.049678357336354,7.4151289322537925,6.596295318054909,58.83620876169977,20.160981455512236,1,0,0,1
30,0.6,a1_demo_run_001,Unitree A1,0.024542058796420043,0.33410832524704126,0.010602555577815573,0.019014333909588718,0.00029080290371967575,0.25,0.07380461414911395,0.17619538585088607,0,1,61.1396992337646,8.19009438977101,6.323974586383403,57.54895235081728,19.584425589127747,1,0,0,1
31,0.62,a1_demo_run_001,Unitree A1,0.02615788734918175,0.33103925924289657,0.015336081873643898,0.018367246450893132,0.0003104152719914293,0.25,0.08079142763808533,0.16920857236191467,0,1,58.74158305231829,9.232496348183187,7.855637950021791,60.707748012520376,19.823629304735142,1,0,0,1
32,0.64,a1_demo_run_001,Unitree A1,0.027569981178016296,0.3305440535826749,0.015383265789868306,0.017952057180092712,0.0003306576820083241,0.25,0.07060469144172726,0.17939530855827274,0,1,63.235049944466304,9.909360681195405,6.984502726039063,56.826476235701705,19.315029797497964,1,0,0,1
33,0.66,a1_demo_run_001,Unitree A1,0.02906726565833255,0.33169067156183285,0.015335596991394045,0.017270347403094157,0.00035152888103103755,0.25,0.07486422401581268,0.17513577598418734,0,1,62.76538028625472,9.978840858105128,7.119099554532585,60.32862983720696,19.206524715238675,1,0,0,1
34,0.68,a1_demo_run_001,Unitree A1,0.031100608507496737,0.3367469520731688,0.01831800411618635,0.019439488618647097,0.00037302757719122814,0.25,0.10166714245820929,0.1483328575417907,0,1,61.739920952344434,5.250412305761637,7.778881616868254,60.479515195845444,19.684509998887595,1,0,0,1
35,0.7000000000000001,a1_demo_run_001,Unitree A1,0.03308163145822765,0.3314395414807359,0.016555536077495915,0.013987674561029218,0.00039515243955139866,0.25,0.0990511475365455,0.15094885246345452,0,1,58.521670742539655,7.298053740404266,5.584226409961391,55.57825104094834,19.55392514236883,1,0,0,1
36,0.72,a1_demo_run_001,Unitree A1,0.03452555092596725,0.33206383278877927,0.013111962466761988,0.011715003000828264,0.0004179020981665729,0.25,0.07219597338697993,0.17780402661302008,0,1,62.0216530447383,8.792867868987827,5.7311978430175925,59.70010486918414,19.36716224947028,1,0,0,1
37,0.74,a1_demo_run_001,Unitree A1,0.03628837598753791,0.33144843200696916,0.017442158797014638,0.012370535289001824,0.00044127514414778397,0.25,0.08814125307853289,0.16185874692146712,0,1,59.34344485577033,9.313470659809443,6.6105516880916,60.54191584002439,19.67637181176334,1,0,0,1
38,0.76,a1_demo_run_001,Unitree A1,0.037764113122945725,0.3288598686209823,0.015185460571600863,0.012600175137372865,0.0004652701297273715,0.25,0.07378685677039057,0.17621314322960943,0,1,59.6220939230959,5.479049490022037,5.918453881062088,60.10997441967136,19.580104535142624,1,0,0,1
39,0.78,a1_demo_run_001,Unitree A1,0.0392192873599702,0.3338143595283778,0.01779670758116805,0.014496486870445696,0.0004898855683260848,0.25,0.07275871185122382,0.17724128814877618,0,1,60.24274814662755,8.6704904824266,8.328413739608163,62.702321997560134,19.430029277450195,1,0,0,1
40,0.8,a1_demo_run_001,Unitree A1,0.041079913676240594,0.33340461628059753,0.015424537589524067,0.01599774218014739,0.0005151199346219886,0.25,0.09303131581351995,0.15696868418648005,0,1,61.99605387674702,8.265030097624937,5.9063085450103365,58.85532815420049,18.813619964220415,1,0,0,1
41,0.8200000000000001,a1_demo_run_001,Unitree A1,0.04334253880754715,0.3322737681789968,0.01615174423591766,0.013793684435342752,0.0005409716646211716,0.25,0.11313125656532752,0.13686874343467248,0,1,61.519430216057444,9.357415223845935,6.546737606500764,60.50981024207951,19.23434402559138,1,0,0,1
42,0.84,a1_demo_run_001,Unitree A1,0.045255985897369365,0.3306164229382839,0.013950901970475918,0.012366422969184212,0.0005674391557302486,0.25,0.09567235449111082,0.15432764550888917,0,1,62.7711257978397,9.358758409475083,8.718681208595426,58.43238162739264,18.889584629015914,1,0,0,1
43,0.86,a1_demo_run_001,Unitree A1,0.04757786740149152,0.3311625456455795,0.016288647738267537,0.012058780805844639,0.0005945207668306621,0.25,0.11609407520610784,0.13390592479389216,0,1,63.95742138033622,9.858860439724406,6.334974911870489,59.73990066387597,19.196338564082623,1,0,0,1
44,0.88,a1_demo_run_001,Unitree A1,0.04932880306721003,0.33109588521947403,0.01435219349585128,0.006987284043961366,0.0006222148183547704,0.25,0.08754678328592524,0.16245321671407476,0,1,60.044463943083265,5.941203838870621,4.945023929759504,62.26038782059925,19.177256064529484,1,0,0,1
45,0.9,a1_demo_run_001,Unitree A1,0.05140123618578662,0.32841068930486644,0.017713869236918797,0.008933521087787567,0.000650519592363729,0.25,0.10362165592882956,0.14637834407117045,0,1,61.699650745051486,8.038864998615564,5.592644036151012,60.03889700003824,19.303031047338205,1,0,0,1
46,0.92,a1_demo_run_001,Unitree A1,0.05349514719542669,0.3312153091004746,0.01798160209544581,0.010602140117208548,0.0006794333326271527,0.25,0.10469555048200357,0.14530444951799643,0,1,63.418077977899706,7.594360622027979,7.986440823322214,63.335576011121205,19.018909136341904,1,0,0,1
47,0.9400000000000001,a1_demo_run_001,Unitree A1,0.055624683523394766,0.3352646849051788,0.021398576244557738,0.01055216551514733,0.0007089542447045633,0.25,0.10647681639840374,0.14352318360159627,0,1,62.60684153694143,8.382911502200178,4.577978537588864,59.94949947310823,18.922645064689164,1,0,0,1
48,0.96,a1_demo_run_001,Unitree A1,0.058005927932353325,0.333983845283458,0.015560470293532929,0.009588498768386385,0.0007390804960286126,0.25,0.11906222044792786,0.13093777955207214,0,1,63.11220020586852,8.168599442749972,7.431294594023071,61.189764615758996,19.514575918423528,1,0,0,1
49,0.98,a1_demo_run_001,Unitree A1,0.06031996374790826,0.3318994259490808,0.01909637778916357,0.009223562902093004,0.0007698102159900835,0.25,0.1157017907777467,0.1342982092222533,0,1,60.15604794653353,7.940921515577157,6.32827620573358,61.08113430375889,18.83435976932143,1,0,0,1
50,1.0,a1_demo_run_001,Unitree A1,0.06239784131514797,0.334766324369677,0.017865135122157177,0.012132862366561527,0.0008011414960246605,0.25,0.10389387836198574,0.14610612163801426,0,1,63.12378799148552,7.571304163371532,8.012292269648949,61.667884960145116,18.671554213931508,1,0,0,1
51,1.02,a1_demo_run_001,Unitree A1,0.06431601954292888,0.3322675788356907,0.01632064805394558,0.008464756837353038,0.0008330723897014695,0.25,0.09590891138904566,0.15409108861095433,0,1,61.733901279436424,8.170962057077135,7.252693438852015,62.48005160418744,18.645118192683647,1,0,0,1
52,1.04,a1_demo_run_001,Unitree A1,0.06645806017262852,0.331473218977954,0.022302002641079066,0.007853543692522011,0.0008656009128133811,0.25,0.10710203148498221,0.1428979685150178,0,1,62.616917457927215,9.891427680905743,8.088402665531333,59.852925616530804,19.111105869458278,1,0,0,1
53,1.06,a1_demo_run_001,Unitree A1,0.06876017675693552,0.3332259545673089,0.014634160955503926,0.005301713444780227,0.0008987250434690758,0.25,0.11510582921535012,0.13489417078464988,0,1,62.594010602481504,7.963109209508755,8.022710548304296,60.31661426613472,18.724995402958523,1,0,0,1
54,1.08,a1_demo_run_001,Unitree A1,0.07096680993680914,0.3340352687161416,0.016822302080707164,0.009744867514651884,0.0009324427221868645,0.25,0.11033165899368087,0.13966834100631914,0,1,62.195914903227916,8.508702307335955,7.708556939869956,60.79004362749203,18.54460311624551,1,0,0,1
55,1.1,a1_demo_run_001,Unitree A1,0.07297096026462442,0.33790342870329554,0.01975900854010127,0.00654017809914779,0.0009667518519902632,0.25,0.10020751639076414,0.14979248360923586,0,1,64.67224491042073,10.280801039796625,7.137071348684912,60.98041040062862,19.235013214267706,1,0,0,1
56,1.12,a1_demo_run_001,Unitree A1,0.07494887552836811,0.33361980458674073,0.018352221942495472,0.008217327168062356,0.0010016502985053168,0.25,0.09889576318718421,0.1511042368128158,0,1,60.623313674347266,10.623405960454159,8.721077935596014,63.28014955418173,18.82093368723769,1,0,0,1
57,1.1400000000000001,a1_demo_run_001,Unitree A1,0.07757543243376755,0.33353720673153764,0.01838421811594229,0.009315917647547602,0.001037135890059666,0.25,0.13132784526997188,0.11867215473002812,0,1,7.336417747249039,62.07514225755568,61.2722721124423,5.614272836800931,18.36985074324047,0,1,1,0
58,1.16,a1_demo_run_001,Unitree A1,0.08009913586036917,0.33497042171328634,0.019299472464698524,0.0015564233254679325,0.0010732064177833597,0.25,0.12618517133008064,0.12381482866991936,0,1,7.138446423383872,65.1832004069429,59.0855518320016,7.429400324398217,18.42193077324573,0,1,1,0
59,1.18,a1_demo_run_001,Unitree A1,0.08245072408491576,0.3302153603178616,0.019961482518954583,0.007014990663362556,0.001109859635711398,0.25,0.11757941122732952,0.1324205887726705,0,1,5.887509533134899,62.33716615319088,59.05761587023716,7.3710598433957495,18.68865866406273,0,1,1,0
60,1.2,a1_demo_run_001,Unitree A1,0.0850782589772163,0.33697277116842045,0.01352265389947395,0.004362044352652944,0.0011470932608880129,0.25,0.1313767446150271,0.1186232553849729,0,1,8.62846478953045,61.77456829725315,58.996392428606505,8.786119919653823,18.512859050696402,0,1,1,0
61,1.22,a1_demo_run_001,Unitree A1,0.0877479332960085,0.33815737960976733,0.018252284094519653,0.0012049886454283303,0.001184904973472676,0.25,0.13348371593961014,0.11651628406038986,0,1,8.044966491722631,61.45598844615412,59.01828627057519,6.7363001603527835,18.16266111043491,0,1,1,0
62,1.24,a1_demo_run_001,Unitree A1,0.09027664081006685,0.333366358384896,0.017471329442256642,0.0059964371630575955,0.0012232924168478283,0.25,0.12643537570291816,0.12356462429708184,0,1,9.69390014580553,61.61748899885377,59.31339528549424,7.902213089433505,18.576304704307226,0,1,1,0
63,1.26,a1_demo_run_001,Unitree A1,0.09278267536043627,0.33243199611820257,0.018950533007609273,0.006910196163514913,0.001262253197728331,0.25,0.12530172751847096,0.12469827248152904,0,1,6.506250250135603,61.65786508420087,59.32126042797862,7.368448446969848,18.51374348038846,0,1,1,0
64,1.28,a1_demo_run_001,Unitree A1,0.09569520735427131,0.3342610270476158,0.02042297990080019,0.0035607270632123647,0.0013017848862726326,0.25,0.14562659969175176,0.10437340030824824,1,0,8.967584976449313,62.54129969027397,61.5065483939555,6.964501854949569,15.402671276590752,0,1,1,0
65,1.3,a1_demo_run_001,Unitree A1,0.0985647378055243,0.33477447399687726,0.017650195081574987,0.0018289697193680217,0.0013418850161956422,0.25,0.14347652256264967,0.10652347743735033,1,0,6.226977237478715,59.64839957155802,58.49259003581452,8.168213595080903,15.067529605262619,0,1,1,0
66,1.32,a1_demo_run_001,Unitree A1,0.10160090747577666,0.33210768927323997,0.01659066549453882,0.0002662114915732046,0.001382551084883315,0.25,0.15180848351261825,0.09819151648738175,1,0,4.018723387388482,61.09596017857265,61.75850109967753,9.457267966612415,15.142585508329043,0,1,1,0
67,1.34,a1_demo_run_001,Unitree A1,0.10456348548988591,0.3298957042933786,0.017690444172326795,0.0006589087218736738,0.001423780553508932,0.25,0.14812890070546259,0.10187109929453741,1,0,7.794793080919744,63.76184759857296,62.12553583011019,8.243137324446241,15.483714189332204,0,1,1,0
68,1.36,a1_demo_run_001,Unitree A1,0.1073721157040212,0.3337653995002008,0.013378932506644578,0.0007770630852022059,0.0014655708471510798,0.25,0.14043151070676468,0.10956848929323532,0,1,10.478568302426154,60.72053540934796,61.89380771891302,7.121069543199105,18.21076053555521,0,1,1,0
69,1.3800000000000001,a1_demo_run_001,Unitree A1,0.11003758170028798,0.3323135781062608,0.018058833967508826,0.002449397181971692,0.0015079193549133217,0.25,0.13327329981333844,0.11672670018666156,0,1,7.348008727098787,63.89670519466273,60.29232563171445,7.586335472819343,18.205159498650513,0,1,1,0
70,1.4000000000000001,a1_demo_run_001,Unitree A1,0.11275493615822306,0.33761118832034887,0.017017643619237844,-0.0006874053037256506,0.0015508234300455545,0.25,0.13586772289675453,0.11413227710324547,0,1,7.539723043020469,61.194699483835706,57.826750053398165,7.824622790430606,17.69788444022738,0,1,1,0
71,1.42,a1_demo_run_001,Unitree A1,0.11543784535703738,0.33369462809347344,0.013770944800741137,-7.095522539822454e-05,0.0015942803900670462,0.25,0.13414545994071594,0.11585454005928406,0,1,8.354210016072475,62.374997096209526,61.4396511283856,8.559012335911126,17.7745489628258,0,1,1,0
72,1.44,a1_demo_run_001,Unitree A1,0.11830481935300224,0.3340571839933183,0.013979359255302191,-0.0002937144974084703,0.0016382875168911512,0.25,0.14334869979824288,0.10665130020175712,1,0,8.911356089703695,62.27522036681106,62.207227774726334,5.661296624132591,14.358881150444425,0,1,1,0
73,1.46,a1_demo_run_001,Unitree A1,0.1212317338189587,0.33435312647438553,0.014493912571132077,-0.00215005246547523,0.0016828420569516948,0.25,0.14634572329782308,0.10365427670217692,1,0,6.346937963425083,63.4640197365211,58.88125799219771,7.377418525695982,15.157286826540664,0,1,1,0
74,1.48,a1_demo_run_001,Unitree A1,0.12441352257049898,0.3313478123831696,0.016305255612804687,-0.0015102640875213056,0.001727941221331028,0.25,0.15908943757701396,0.09091056242298604,1,0,7.891209613466522,63.77960161908261,59.30820109967719,7.237160125225379,14.986954674260998,0,1,1,0
75,1.5,a1_demo_run_001,Unitree A1,0.12766354588527676,0.33175811132236915,0.019029471998000553,0.0007863313926491308,0.001773582185889737,0.25,0.16250116573888845,0.08749883426111155,1,0,7.7324952660736095,64.78136433924664,59.53952366907815,9.25125699912066,14.511916982310536,0,1,1,0
76,1.52,a1_demo_run_001,Unitree A1,0.1306103177918455,0.3388895267571703,0.019633428308217436,-0.006770820368563321,0.0018197620913980128,0.25,0.14733859532843707,0.10266140467156293,1,0,8.95846467233048,60.85933839798786,59.90775164925713,5.4804602981498975,14.643076565905996,0,1,1,0
77,1.54,a1_demo_run_001,Unitree A1,0.13367919873260342,0.3374826890641959,0.012035935820087816,-0.002503828566070863,0.0018664780436686691,0.25,0.153444047037895,0.09655595296210501,1,0,7.633471756175849,62.749789269988476,60.47667984005416,6.709474948516829,14.536146535978732,0,1,1,0
78,1.56,a1_demo_run_001,Unitree A1,0.13639627186569242,0.3310543488007506,0.01234618150278295,0.00031527899944297976,0.0019137271136918032,0.25,0.1358536566544501,0.1141463433455499,0,1,8.632156349445767,62.33585115526504,57.23083046058849,6.346831570881789,17.70661515331029,0,1,1,0
79,1.58,a1_demo_run_001,Unitree A1,0.13925643054546158,0.33488280036626356,0.012395768885404087,0.0014934142115007212,0.0019615063377710993,0.25,0.14300793398845818,0.10699206601154182,1,0,9.040627582300147,61.63190962165612,61.46044719343,9.93702789827157,14.239321765636994,0,1,1,0
80,1.6,a1_demo_run_001,Unitree A1,0.1420418538976391,0.3332401918682143,0.01511946706973415,-0.0034560191672372777,0.002009812717661762,0.25,0.13927116760887553,0.11072883239112447,0,1,7.993679310681672,63.44701151813127,60.463723323025356,7.076195287510747,17.272255475895165,0,1,1,0
81,1.62,a1_demo_run_001,Unitree A1,0.14514142235597147,0.33595814948376834,0.012639707517368707,-0.0025588983384930335,0.0020586432207100797,0.25,0.15497842291661787,0.09502157708338213,1,0,8.331631904597627,64.7903785043711,57.469172519715215,8.22716263384204,14.513223466279202,0,1,1,0
82,1.6400000000000001,a1_demo_run_001,Unitree A1,0.1481041863663272,0.33640493915424785,0.008603275672234501,-0.007847075165374355,0.002107994779994605,0.25,0.1481382005177859,0.1018617994822141,1,0,7.545937746123083,60.988398974801314,61.8530964155693,8.994019145949999,14.325217459751256,0,1,1,0
83,1.6600000000000001,a1_demo_run_001,Unitree A1,0.15103278054426697,0.33280253565455875,0.011947227641783166,-0.0038384320597458655,0.0021578642944689603,0.25,0.14642970889698956,0.10357029110301044,1,0,7.028849471562405,62.36547031850574,59.666295516965036,7.991833643608085,14.61569508600945,0,1,1,0
84,1.68,a1_demo_run_001,Unitree A1,0.1541623334520022,0.3363773238331374,0.008182264707389872,-0.005749325540163697,0.0022082486291062423,0.25,0.15647764538676173,0.09352235461323827,1,0,8.586147987329218,63.51420986078755,59.15340930317376,6.827690280674523,14.765712561370213,0,1,1,0
85,1.7,a1_demo_run_001,Unitree A1,0.15687084108943017,0.33257605721355055,0.012402396185806644,-0.007574587113742461,0.00225914461504504,0.25,0.13542538187139863,0.11457461812860137,0,1,8.76766590534305,62.673296598084484,60.302280268843155,9.435709080984203,17.168812604899472,0,1,1,0
86,1.72,a1_demo_run_001,Unitree A1,0.1600274824567906,0.3347645214091257,0.010325027323534703,-0.002554438365309058,0.0023105490497370472,0.25,0.1578320683680221,0.0921679316319779,1,0,7.078701243235808,61.292943359224004,60.369247496646494,6.397008839725552,13.94517805737918,0,1,1,0
87,1.74,a1_demo_run_001,Unitree A1,0.16333774897724254,0.33789073906917144,0.01227718657594504,-0.009052272635971075,0.002362458697096264,0.25,0.1655133260225974,0.08448667397740259,1,0,7.427313567383406,62.612536860189955,61.88938040106324,9.462218933349769,13.859795157216189,0,1,1,0
88,1.76,a1_demo_run_001,Unitree A1,0.16685614106259322,0.33528858484342317,0.010363337658017892,-0.006136152399952656,0.002414870287649789,0.25,0.1759196042675339,0.07408039573246611,1,0,6.4754140686097905,62.95337241388164,60.20359299588082,7.962765417648707,14.012264683705405,0,1,1,0
89,1.78,a1_demo_run_001,Unitree A1,0.16981684077362647,0.33422961084599884,0.007493514697865035,-0.007516136467913973,0.0024677805186901908,0.25,0.14803498555166195,0.10196501444833805,1,0,9.578410326810971,62.29420854238603,60.64667997480318,8.87902351313715,13.997331936643373,0,1,1,0
90,1.8,a1_demo_run_001,Unitree A1,0.1729760769394204,0.33731230885731583,0.006226452035469928,-0.011750897867966114,0.0025211860544294487,0.25,0.15796180828969664,0.09203819171030336,1,0,6.831896727050545,64.31115688223912,61.18526621369668,4.654735668272771,13.950610483625102,0,1,1,0
91,1.82,a1_demo_run_001,Unitree A1,0.17576611628808372,0.3320761500990384,0.005285543682401241,-0.01283153989643459,0.002575083526154463,0.25,0.13950196743316542,0.11049803256683458,0,1,8.26637489468976,62.97520975436803,61.66341196765848,8.560542540176776,16.797828559904634,0,1,1,0
92,1.84,a1_demo_run_001,Unitree A1,0.17938675136820237,0.33509126250394844,0.0069959856142058465,-0.005999762444040057,0.0026294695323841296,0.25,0.18103175400593188,0.06896824599406812,1,0,8.465438020207182,62.88860903492702,58.828913111327815,10.035473140252687,13.586362262988532,0,1,1,0
93,1.86,a1_demo_run_001,Unitree A1,0.1826599887671167,0.3328742484206914,0.011063314766952312,-0.009201631721810662,0.0026843406390279607,0.25,0.16366186994571622,0.08633813005428378,1,0,10.90810313194437,63.61868819985101,61.820149357243665,7.552318907922968,13.920045494982622,0,1,1,0
94,1.8800000000000001,a1_demo_run_001,Unitree A1,0.18605483789607868,0.3294083741615614,0.010144012321985196,-0.015755907095582177,0.00273969337954626,0.25,0.1697424564480994,0.0802575435519006,1,0,9.3801732492514,62.00953639715268,57.911489871180436,5.35623583364564,13.811438899950224,0,1,1,0
