step,timestamp,run_id,robot_model,forward_displacement,base_height,roll,pitch,yaw,command_vx,measured_vx,tracking_error,mpc_accepted,mpc_rejected,predicted_support_force_fl,predicted_support_force_fr,predicted_support_force_rl,predicted_support_force_rr,mpc_cost,contact_fl,contact_fr,contact_rl,contact_rr
24,0.48,a1_demo_run_002,Unitree A1,0.016966816293117384,0.3304926705809376,0.009874906582210193,0.016873875955313627,0.00018642477963730188,0.265,0.05912885538369226,0.20587114461630776,0,1,60.25454475914438,7.761426479871025,6.9105811808257105,57.94588523259658,20.227339679290733,1,0,0,1
25,0.5,a1_demo_run_002,Unitree A1,0.018214217129127967,0.3281447974630257,0.013122397527010282,0.02051462032841357,0.00020223278822199646,0.265,0.06237004180052908,0.20262995819947094,0,1,61.78257482135742,8.018531341922339,9.830952531194866,59.577681402453216,19.828283484833083,1,0,0,1
26,0.52,a1_demo_run_002,Unitree A1,0.019719910938562766,0.32861098731690325,0.013919274820103793,0.020729712355841763,0.00021867753015520635,0.265,0.07528469047173998,0.18971530952826005,0,1,63.22621936636367,9.03002670439223,7.064833950711796,59.62717679914937,19.83086447255244,1,0,0,1
27,0.54,a1_demo_run_002,Unitree A1,0.021231078773839347,0.33320633066133254,0.011685123134007727,0.022214902836338528,0.00023575798862696373,0.265,0.0755583917638291,0.1894416082361709,0,1,59.54955120943103,6.098431247197695,5.703490743509311,61.88019086824692,19.83581783817931,1,0,0,1
28,0.56,a1_demo_run_002,Unitree A1,0.022798617699489265,0.32735581673170167,0.014322964729122192,0.0158584050433998,0.00025347310737732886,0.265,0.07837694628249582,0.1866230537175042,0,1,60.413346792614256,6.822671205861359,8.717717227010315,58.292455285104886,20.17140236179179,1,0,0,1
29,0.58,a1_demo_run_002,Unitree A1,0.0244150250310179,0.32408073731660675,0.014690304552846783,0.01720483174379147,0.00027182179074532095,0.265,0.08082036657643174,0.18417963342356827,0,1,63.0667690791205,8.382138056808744,7.883120229804428,60.572459860027145,19.331257211166143,1,0,0,1
30,0.6,a1_demo_run_002,Unitree A1,0.026486068383871002,0.3342932179439939,0.012801141374371787,0.019353038636767565,0.00029080290371967575,0.265,0.10355216764265505,0.16144783235734494,0,1,58.46295467052514,7.8602315873063695,8.017622009174993,61.00960118923207,19.42812154845189,1,0,0,1
31,0.62,a1_demo_run_002,Unitree A1,0.027989129810865956,0.3367900971969573,0.011985003765023683,0.01733401115103335,0.0003104152719914293,0.265,0.07515307134974764,0.18984692865025238,0,1,62.109931532957276,8.800602855691395,8.666840950415086,60.44439863860719,19.22356024957696,1,0,0,1
32,0.64,a1_demo_run_002,Unitree A1,0.02950986609897413,0.3295521550640043,0.012180268709833651,0.01409467070258781,0.0003306576820083241,0.265,0.07603681440540874,0.18896318559459127,0,1,59.32207761125009,6.278689643696563,6.086085188615888,58.18737009073068,19.391886543554563,1,0,0,1
33,0.66,a1_demo_run_002,Unitree A1,0.03100083398293253,0.32586936861858695,0.01502693687918925,0.017614053378326756,0.00035152888103103755,0.265,0.07454839419791995,0.19045160580208007,0,1,60.9666736809196,8.49998014677985,6.821845367420598,61.57761044699155,19.41425852069928,1,0,0,1
34,0.68,a1_demo_run_002,Unitree A1,0.032877071265333985,0.33007891042791027,0.015800497464120766,0.017705855653610138,0.00037302757719122814,0.265,0.09381186412007295,0.17118813587992707,0,1,60.558105443399946,9.52821706712846,6.7599702359170895,61.400871571406704,19.166950221360832,1,0,0,1
35,0.7000000000000001,a1_demo_run_002,Unitree A1,0.03491809053925554,0.3302806784490934,0.01384087645193984,0.016153114083130932,0.00039515243955139866,0.265,0.1020509636960778,0.1629490363039222,0,1,59.630157696759724,8.681545966008997,5.192954848318134,60.59136478669314,19.34045587272721,1,0,0,1
36,0.72,a1_demo_run_002,Unitree A1,0.03670201226205724,0.33065993923765435,0.015745205915276523,0.016148644859116372,0.0004179020981665729,0.265,0.08919608614008509,0.17580391385991492,0,1,59.66765082168441,8.194756435666228,6.6309737897784595,60.109200412090416,18.973741588980623,1,0,0,1
37,0.74,a1_demo_run_002,Unitree A1,0.03835239109455554,0.328487129196818,0.01708564297824853,0.014612021525419893,0.00044127514414778397,0.265,0.08251894162491483,0.1824810583750852,0,1,61.50258696189696,7.865762956407641,8.870931241027554,60.209845928964995,19.176350528738016,1,0,0,1
38,0.76,a1_demo_run_002,Unitree A1,0.0400468278829663,0.3328526311033828,0.017419692123240675,0.018606376494745468,0.0004652701297273715,0.265,0.08472183942053803,0.180278160579462,0,1,62.579945318599876,6.831208386119897,7.3322733453113855,59.852236344853544,19.68437551163121,1,0,0,1
39,0.78,a1_demo_run_002,Unitree A1,0.04213513141345749,0.3328453463355616,0.01951181432753425,0.012303795214742775,0.0004898855683260848,0.265,0.10441517652455976,0.16058482347544026,0,1,61.074089724918366,7.899201970584296,5.115514141017018,60.92770518914833,19.438580561589987,1,0,0,1
40,0.8,a1_demo_run_002,Unitree A1,0.04428508015118859,0.3279255776292161,0.01917256634981958,0.012725191763732222,0.0005151199346219886,0.265,0.10749743688655475,0.15750256311344527,0,1,61.422332740258234,9.763588194032568,4.8218248236690915,60.14127962579406,19.337949384073134,1,0,0,1
41,0.8200000000000001,a1_demo_run_002,Unitree A1,0.046425973225376616,0.33353420607816114,0.014812197498733498,0.013852218015016989,0.0005409716646211716,0.265,0.10704465370940133,0.15795534629059868,0,1,62.19117304916006,7.833360090759824,9.330686482247579,58.975763803731844,18.993768030515994,1,0,0,1
42,0.84,a1_demo_run_002,Unitree A1,0.04831532137953648,0.33703960397498894,0.02036358385292336,0.015646866680578447,0.0005674391557302486,0.265,0.0944674077079932,0.17053259229200682,0,1,60.09749697661174,6.754274414912226,6.873553385642818,58.76057969089465,18.813798541681287,1,0,0,1
43,0.86,a1_demo_run_002,Unitree A1,0.05045821535932503,0.3324564715140525,0.016101387776137933,0.009324420228814467,0.0005945207668306621,0.265,0.10714469898942744,0.15785530101057257,0,1,62.55842364233991,7.310854075728459,6.093625712017736,59.23954629283737,18.866360546452718,1,0,0,1
44,0.88,a1_demo_run_002,Unitree A1,0.052611074502943805,0.33129888732406926,0.019405169651217816,0.009404307331568962,0.0006222148183547704,0.265,0.10764295718093876,0.15735704281906127,0,1,62.73386079038126,8.281190416186302,6.616411529144195,60.666029984976895,19.093645467307,1,0,0,1
45,0.9,a1_demo_run_002,Unitree A1,0.05482567221860514,0.33189972193832745,0.017588502858714744,0.007191931762754249,0.000650519592363729,0.265,0.1107298857830668,0.1542701142169332,0,1,65.29459791680094,7.477080403946815,4.931769143955735,60.37879250557007,19.274755096215625,1,0,0,1
46,0.92,a1_demo_run_002,Unitree A1,0.05723376814713878,0.33390225299642984,0.016750240174352678,0.011968388792232252,0.0006794333326271527,0.265,0.1204047964266818,0.14459520357331823,0,1,61.18450945579925,8.679424596288397,8.992333209316268,60.778315526735256,19.23652653801377,1,0,0,1
47,0.9400000000000001,a1_demo_run_002,Unitree A1,0.0595228113314608,0.32814361705673833,0.014065952743930969,0.008685666594522377,0.0007089542447045633,0.265,0.11445215921610095,0.15054784078389905,0,1,61.13004826292726,8.731981265048642,6.449725887379558,61.23707391652194,19.121768693302784,1,0,0,1
48,0.96,a1_demo_run_002,Unitree A1,0.061957148672045485,0.33298421562071434,0.017429730795423808,0.010109410477466033,0.0007390804960286126,0.265,0.12171686702923444,0.14328313297076556,0,1,62.90697577099144,9.244576452566507,8.914362138833791,59.7155657834888,18.7328609198306,1,0,0,1
49,0.98,a1_demo_run_002,Unitree A1,0.06428037805627287,0.33169673490522994,0.014730233359689336,0.012308354107919004,0.0007698102159900835,0.265,0.1161614692113693,0.1488385307886307,0,1,63.03496393195417,9.992983261171046,7.072312400226242,62.70237796925111,18.87647236706126,1,0,0,1
50,1.0,a1_demo_run_002,Unitree A1,0.06669198776571517,0.3373887830978729,0.019844299118182057,0.008630139509159623,0.0008011414960246605,0.265,0.1205804854721145,0.1444195145278855,0,1,61.19560529949389,9.394202214121306,9.001344764395816,60.331037610070396,18.74303106481475,1,0,0,1
51,1.02,a1_demo_run_002,Unitree A1,0.06922053074740712,0.3324267425819913,0.020988495073151477,0.010386452754183206,0.0008330723897014695,0.265,0.1264271490845976,0.13857285091540242,0,1,61.43550477909962,6.692065310192856,7.359372298660319,60.15313609757153,18.72604498639773,1,0,0,1
52,1.04,a1_demo_run_002,Unitree A1,0.07128226575237982,0.33712143501665415,0.016390766083427002,0.008629519218959663,0.0008656009128133811,0.265,0.10308675024863466,0.16191324975136534,0,1,62.811398657569306,6.735051774793219,8.194525728016707,61.4880799066482,19.238541151772683,1,0,0,1
53,1.06,a1_demo_run_002,Unitree A1,0.07365102518045787,0.3302784546759588,0.01860265136955533,0.010623334358837808,0.0008987250434690758,0.265,0.11843797140390236,0.14656202859609765,0,1,60.947740436922714,7.893919932956246,8.006730264523672,58.29311692314711,18.2416141212662,1,0,0,1
54,1.08,a1_demo_run_002,Unitree A1,0.07601725754068074,0.3345885562638989,0.016546479967117417,0.009691827095203128,0.0009324427221868645,0.265,0.11831161801114365,0.14668838198885636,0,1,61.58279624417033,7.36835449986482,7.872607492752759,59.80764472123143,18.57623561952282,1,0,0,1
55,1.1,a1_demo_run_002,Unitree A1,0.07837630667793966,0.3339979865775336,0.016723279233126893,0.00633111229353978,0.0009667518519902632,0.265,0.11795245686294567,0.14704754313705434,0,1,62.33278479835529,6.4063425822546805,7.4871082680557945,62.33670974372726,18.89056587653989,1,0,0,1
56,1.12,a1_demo_run_002,Unitree A1,0.0808555306690497,0.33110238669362185,0.01949667105625581,0.007192447386598099,0.0010016502985053168,0.265,0.12396119955550229,0.14103880044449774,0,1,63.650089356622175,7.381631488157808,6.6740089974381815,58.57826899322664,18.173810485700468,1,0,0,1
57,1.1400000000000001,a1_demo_run_002,Unitree A1,0.08379207680754164,0.3337904225430562,0.01782251352297366,0.009772967307275015,0.001037135890059666,0.265,0.14682730692459697,0.11817269307540304,0,1,7.153561937348643,61.638470535558135,62.4922856651218,9.064603875706418,18.331929954468247,0,1,1,0
58,1.16,a1_demo_run_002,Unitree A1,0.08619416688770189,0.3364465341222954,0.02131531157040159,0.007693197716409501,0.0010732064177833597,0.265,0.12010450400801236,0.14489549599198764,0,1,5.420661753157059,61.40779288142865,58.5847327492763,9.615591192902789,18.31311739617808,0,1,1,0
59,1.18,a1_demo_run_002,Unitree A1,0.08906820320245824,0.3326704102287282,0.016792548002086315,0.0027603262870995095,0.001109859635711398,0.265,0.14370181573781807,0.12129818426218195,0,1,5.316763545474505,61.950428069648254,59.90286271553507,6.982762527046752,18.341989734609154,0,1,1,0
60,1.2,a1_demo_run_002,Unitree A1,0.09133735792890095,0.3293109549512759,0.01966132346682719,0.00743179761443436,0.0011470932608880129,0.265,0.11345773632213546,0.15154226367786455,0,1,6.236821706611414,64.08506613674294,59.958665773736016,7.908537874396834,17.951181290946394,0,1,1,0
61,1.22,a1_demo_run_002,Unitree A1,0.09396106027584387,0.3335542197556684,0.01774783746189311,0.0026185094475742496,0.001184904973472676,0.265,0.13118511734714589,0.13381488265285413,0,1,6.161565194520088,62.75540364709812,60.540828628456154,9.066721918791437,18.45127227987893,0,1,1,0
62,1.24,a1_demo_run_002,Unitree A1,0.09673486764739309,0.33139560264163925,0.01901974331887588,0.008396083399319437,0.0012232924168478283,0.265,0.13869036857746087,0.12630963142253915,0,1,7.7835449379321275,65.97675875472272,59.41431530206296,6.8464951367390725,18.421223195734807,0,1,1,0
63,1.26,a1_demo_run_002,Unitree A1,0.09964062336191518,0.3328455866636059,0.016393973448329078,0.006957513580149865,0.001262253197728331,0.265,0.1452877857261045,0.1197122142738955,0,1,6.335567784963353,62.7932002414079,60.4929540575666,8.714885728736654,18.333865062637578,0,1,1,0
64,1.28,a1_demo_run_002,Unitree A1,0.10260634285049926,0.33354347168805704,0.01703431836245046,0.004652367905061591,0.0013017848862726326,0.265,0.1482859744292043,0.11671402557079572,0,1,7.016143056250314,62.1851538555542,59.85121648221954,6.56039168681706,17.941215896368668,0,1,1,0
65,1.3,a1_demo_run_002,Unitree A1,0.10562138424511512,0.3295255161791264,0.016732765310472072,0.0038492679623848792,0.0013418850161956422,0.265,0.15075206973079297,0.11424793026920704,0,1,6.91627976102513,62.63227140742784,57.90669243242953,6.831356789333549,18.132392466683722,0,1,1,0
66,1.32,a1_demo_run_002,Unitree A1,0.10839159454952614,0.3297888916649067,0.015107302393190209,0.0024605035584253764,0.001382551084883315,0.265,0.13851051522055127,0.12648948477944874,0,1,7.383288994812809,63.019284199657086,60.16716081340227,6.380928949945037,17.83777683879552,0,1,1,0
67,1.34,a1_demo_run_002,Unitree A1,0.11116345710240205,0.335067763921145,0.017904719225901332,0.004204882702072027,0.001423780553508932,0.265,0.13859312764379547,0.12640687235620454,0,1,9.851506064132371,63.30172050996726,58.643878904888446,7.9797060788727245,17.93127600596282,0,1,1,0
68,1.36,a1_demo_run_002,Unitree A1,0.11428078040222533,0.3325865129369474,0.017667851694018997,0.0011059305457739965,0.0014655708471510798,0.265,0.1558661649911643,0.10913383500883572,1,0,8.926726625202724,65.63037921392284,57.78592395598294,9.12115667359177,15.70449619712376,0,1,1,0
69,1.3800000000000001,a1_demo_run_002,Unitree A1,0.11717452101154122,0.32750830186403246,0.017327103008977187,0.0021451431132891987,0.0015079193549133217,0.265,0.14468703046579393,0.12031296953420609,0,1,8.022581181386405,61.56859182074259,60.43358150180787,7.24224189503597,17.941672666173158,0,1,1,0
70,1.4000000000000001,a1_demo_run_002,Unitree A1,0.11983591992845072,0.33590525439294405,0.0189726039375626,0.0032586613962645164,0.0015508234300455545,0.265,0.13306994584547516,0.13193005415452486,0,1,7.3545632071868265,63.98219118795662,60.951382317074874,5.720251176122636,17.572402298364693,0,1,1,0
71,1.42,a1_demo_run_002,Unitree A1,0.12255907298686552,0.33464316883979217,0.018542289057151575,-0.0008035936574023795,0.0015942803900670462,0.265,0.13615765292074009,0.12884234707925993,0,1,7.39347428072777,63.09628381266152,61.03059291590809,5.984210448798458,17.865818525054337,0,1,1,0
72,1.44,a1_demo_run_002,Unitree A1,0.1253607960570753,0.33219276781934526,0.014625105349952481,-0.0014177459058698923,0.0016382875168911512,0.265,0.14008615351048964,0.12491384648951037,0,1,8.458845057932729,60.630213876774064,61.11059967754558,8.052439189918756,17.43415235606067,0,1,1,0
73,1.46,a1_demo_run_002,Unitree A1,0.12852943002981684,0.3306966934557586,0.015839195431789996,-0.003341422516479057,0.0016828420569516948,0.265,0.15843169863707643,0.10656830136292358,1,0,8.817836702693207,63.931450183853016,57.63274838404668,10.081762978751977,14.623631720359866,0,1,1,0
74,1.48,a1_demo_run_002,Unitree A1,0.13163952836197793,0.3360857015938376,0.013550930115931533,-0.0034947674355378395,0.001727941221331028,0.265,0.15550491660805374,0.10949508339194627,1,0,6.729335491459159,64.64826196784497,58.453221724340274,8.051214999040157,14.614303440861999,0,1,1,0
75,1.5,a1_demo_run_002,Unitree A1,0.13490744155758316,0.33487306682750534,0.014537082597170032,-0.005882256675863612,0.001773582185889737,0.265,0.16339565978026174,0.10160434021973827,1,0,8.051073057859924,61.693048051816874,63.1403012279602,6.958344829088246,14.71462444422335,0,1,1,0
76,1.52,a1_demo_run_002,Unitree A1,0.13793306075842565,0.3399557984215761,0.012970579516938308,3.6240415896084165e-05,0.0018197620913980128,0.265,0.15128096004212394,0.11371903995787608,1,0,5.155732603871762,62.898476128930675,58.9284519381124,8.572657553590398,15.010980222793895,0,1,1,0
77,1.54,a1_demo_run_002,Unitree A1,0.14112491856149648,0.3350454608536932,0.017077668513997394,0.0022577367531363204,0.0018664780436686691,0.265,0.15959289015354075,0.10540710984645926,1,0,8.296399297838835,60.51175268313151,61.26533614753597,7.164701910178555,14.872293338932945,0,1,1,0
78,1.56,a1_demo_run_002,Unitree A1,0.14445420500604203,0.33495603991801354,0.01422040435999724,0.0008236248720562608,0.0019137271136918032,0.265,0.16646432222727797,0.09853567777272204,1,0,9.06700893874216,61.179555914689395,59.46249688958538,6.9704006956901114,14.809319306156423,0,1,1,0
79,1.58,a1_demo_run_002,Unitree A1,0.14758413377695903,0.33355735457559127,0.012700758655781907,-0.007278761890658974,0.0019615063377710993,0.265,0.15649643854585032,0.10850356145414969,1,0,7.607903922366774,64.42212903924333,60.5482339603306,6.158157252026631,14.354638261102403,0,1,1,0
80,1.6,a1_demo_run_002,Unitree A1,0.15092265233982916,0.33600061128776787,0.015156499699094954,-0.0018737485412417616,0.002009812717661762,0.265,0.16692592814350585,0.09807407185649417,1,0,10.543137794596147,62.31326926024138,59.56104639072269,9.471828381944897,14.44476351354238,0,1,1,0
81,1.62,a1_demo_run_002,Unitree A1,0.1540170991891849,0.33550149367008875,0.00804943210057064,-0.0006012120532329426,0.0020586432207100797,0.265,0.1547223424677873,0.11027765753221272,1,0,6.766266173589529,61.42365125071733,61.243094015472856,3.9451089155060712,14.598740530106562,0,1,1,0
82,1.6400000000000001,a1_demo_run_002,Unitree A1,0.1572073905158315,0.3370443226967969,0.007973140301324302,-0.005767131356116491,0.002107994779994605,0.265,0.1595145663323298,0.10548543366767021,1,0,8.304416581424565,63.305298067615496,60.65617517932212,8.617002880390977,14.32423568911708,0,1,1,0
83,1.6600000000000001,a1_demo_run_002,Unitree A1,0.16041701402514535,0.33258406316509986,0.013193324334007994,-0.004837930611878871,0.0021578642944689603,0.265,0.16048117546569365,0.10451882453430636,1,0,7.949845354667662,62.25910671949118,59.8432590754529,6.850757087083449,14.362228767499515,0,1,1,0
84,1.68,a1_demo_run_002,Unitree A1,0.16345477319519683,0.33276735483950554,0.011312850148932567,-0.010575318480338762,0.0022082486291062423,0.265,0.15188795850257367,0.11311204149742635,1,0,7.859583265579229,62.33611466735916,59.00521342116212,6.925522975967742,14.492596129133002,0,1,1,0
85,1.7,a1_demo_run_002,Unitree A1,0.16691963360538645,0.3326227750986734,0.011273391194392735,-0.005350156688442978,0.00225914461504504,0.265,0.17324302050948084,0.09175697949051917,1,0,7.839948964793353,64.03345100716186,60.85334266485782,9.869241218564937,14.245433022399745,0,1,1,0
86,1.72,a1_demo_run_002,Unitree A1,0.17017789913319192,0.33575836861510633,0.0076909736297465486,-0.009134464227601731,0.0023105490497370472,0.265,0.1629132763902733,0.1020867236097267,1,0,8.14994704201326,61.37344513535836,58.78207064569216,6.500216470919928,14.339446900829426,0,1,1,0
87,1.74,a1_demo_run_002,Unitree A1,0.1735744661018615,0.33748432048091886,0.009859618407887365,-0.006431984989514795,0.002362458697096264,0.265,0.16982834843347913,0.09517165156652088,1,0,9.18714224084918,61.732185002099556,61.07818190682913,6.547903184360226,14.631358560531087,0,1,1,0
88,1.76,a1_demo_run_002,Unitree A1,0.1771057736337745,0.33254451065094426,0.01346685598291733,-0.011286312044914112,0.002414870287649789,0.265,0.17656537659564941,0.0884346234043506,1,0,9.928830730784641,63.21358000421594,64.15503216725088,7.317448065512657,14.140397519996876,0,1,1,0
89,1.78,a1_demo_run_002,Unitree A1,0.1806509454891912,0.33257913280342594,0.010653805073987027,-0.006474902246358844,0.0024677805186901908,0.265,0.17725859277083483,0.08774140722916518,1,0,7.996849657694179,64.35156129534911,62.36485015653637,8.079386340137134,14.42832661192244,0,1,1,0
90,1.8,a1_demo_run_002,Unitree A1,0.18427043681321925,0.3343719650941618,0.008882598015063225,-0.005715807987018148,0.0025211860544294487,0.265,0.18097456620140226,0.08402543379859775,1,0,9.141442501040286,64.72268059174485,61.47537296452452,6.881401904789983,14.223411754962614,0,1,1,0
91,1.82,a1_demo_run_002,Unitree A1,0.18772811458144337,0.33291434643324536,0.007195466429306137,-0.010676169683864948,0.002575083526154463,0.265,0.17288388841120522,0.09211611158879479,1,0,7.017526275226505,62.05138904706357,60.34332622050945,5.296597497249761,13.666786063577021,0,1,1,0
92,1.84,a1_demo_run_002,Unitree A1,0.19112907587381522,0.3358471608843137,0.006807834313196221,-0.011997536857563218,0.0026294695323841296,0.265,0.1700480646185931,0.09495193538140692,1,0,9.072337633816726,64.28637544121814,57.740832102224466,6.288022546765529,13.708043111563242,0,1,1,0
93,1.86,a1_demo_run_002,Unitree A1,0.19463346054159517,0.32777218530121377,0.0028554186976631262,-0.014977971886831538,0.0026843406390279607,0.265,0.17521923338899673,0.08978076661100329,1,0,6.933211866642214,61.86617644064508,58.59421567118325,9.293867399050328,13.725116055461246,0,1,1,0
94,1.8800000000000001,a1_demo_run_002,Unitree A1,0.19777270932613433,0.33126582127849674,0.007139776401884311,-0.010682101020093029,0.00273969337954626,0.265,0.15696243922695793,0.10803756077304208,1,0,9.526923910523385,65.50895576266542,62.23008216845986,7.604687504789716,13.669704299026682,0,1,1,0
